Text,Lebel,Month
নাসিরের কাজকর্ম ওয়েস্টার্ন ওয়ার্ল্ডে মানায়। আমাদের সংস্কৃতির সাথে ওর কাজকর্ম যায় না।,1,6
নাচির তুমিকইদিন বেবহার করে তালাক দেবে পরে তামিমা পতিতা লয়েজাবে সেএকটা গরবেচে আল্লাহ তারগর বাগবে,1,5
মাগার নাসির ভাই ওপেনার হইতে পারলোনা। রানের খাতা আগেই দুইজন খুলে ফেলসে।,1,6
নাসির একটা জারগা তাই জারুনে বিয়ে করলো আর একটা বুজের মানুষ হই সে পরের সংসারে নষটো করলো,1,6
নাসির তুমি সত্যিকারের একটা বেইজ্জত ছেলে,1,6
লাস্ট কথাটা সেই ছিল আমার সাথে লাস্ট দিন ও শুয়ে গেছে তামিমা নাসিরের লজ্জা থাকা দরকার,1,6
নাসির একটা ফালতু ,1,6
নাসির কুত্তার বাচ্চা,1,6
নাসিরের বাপ-মার জন্মেরই ঠিক নাই এজন্যই ওইগুলা করছে,1,6
নসির ব্যাটা বাটপারি করস,1,6
নাসির কে দল থেকে অতি দ্রুত বহিস্কার কোরে ওকে জেলে পাঠানো হোক সেই সাথে তামিমাকেও জেলে পাঠানো হোক বিয়াদব মেয়ে একটা ফালতু।,1,6
নাসির তো চাটার বংস ক্যারেক্টর লুস,1,6
নাছির তো একটা লুচচা,1,6
"নাসির এতো ফালতু একটা কাজ করবে কখন ভাবার মতো না,,আরো একটা বাচ্চার মা-কে বিয়ে করলো",1,6
নাসির লুচ্চা কারন ওটা ওর দোস না কারন মা বাবার দোস ওর জন্ম ঠিক নেই তাই ওর মতো চুচ্চা পারছে এই কাজ ,1,6
ক্রিকেটার নাসির তুই একটা জারক সন্তান আর তোর মা তোরে দশটা পুরুষের ধনের মাল নিয়া তোরে দুনিয়ায় আনছে হালা খানকির পোলা,1,6
"নাসিরতো এখন নাসির নেই তাঁর নাম হলো এখন আল্লাহর গজব, কারন একজনের সংসার ভাংলে তার উপরে আল্লার গজব এভাবেই পরবে,",1,6
নাসির বাংলাদেশের কলংক,1,6
আরে নাছিরের মায় তো পতিতা লয়ের,1,6
খানকি খারকির ছেলেকি ভালো হয়,1,6
"নাছির একদিন ফল পাইবে,,যেদীন পাইবা সেদিন বিষখাইয়া মরবা,,আর জনগন",1,6
"এই দেশে মেয়ের কি অভাব পড়চে,সুদু ক্রিকেটার হলেই যে অনেক কিছু হয়ে গেছে",1,6
বাংলাদেশের ক্রিকেট অংগনে এরকম কয়েকজন প্লেয়ার জন্য পুরোই বদনাম এইরকম একজনের স্ত্রী কে জেনে শুনে যে নাছির (লপর) বিয়ে করেছে,1,6
নাসির কে কোন মেয়ে পাত্তা দিচ্ছে না তো তাই আরেক জনের বউ টাকা দেখিয়ে পটাইছে।,1,4
নাছির কে জুতার মালা দিয়ে দল থেকেবের করে দেওয়া দরকার আমার কিছু পুরাতন জুতা আছে,1,4
"নাচিরে কোন দোস নাই,,,,গাবি বাচুর রাখিয়া কি বাভে চলে আসলো,,",1,4
রাকিব৷ হালারপো তোর কথাই হয়নাই এইবাবে নাছিরের কথার উওর দিলিকেন জোতামাইরা দিলিনা কেন ।,1,4
আমি মনে করি নাসির কে জুতার মালা দিয়া জাতীয় দল থেকে বের করে দেওয়া।,1,4
" নাছির ভাই এর জন্য দোয়া করি সে মাঠে যেমন খেলতো ""খাটেও"" যেন তেমন খেলে।",1,4
"ক্রিকেটারদের কতজন প্রেমিকা আর স্বামী ,বাচ্চাওয়ালী বউ লাগে! এরাই বাংলাদেশের ক্রিকেটের বারোটা বাছাইছে!",1,4
নাসিরকে মিন্নীর কক্ষে থাকার ব্যবস্থা করুন আর তামিমাকে জনি সিং এর কাছে হস্তান্তর করুন আর সুবাকে সেফুদার হাতে তুলে দিন,1,4
নাসির কিন্তু খুবই ভাল একজন মানুষ তা না হলে সে অন্যের স্ত্রী কে বিয়ে করত কখনই না ,1,4
আসলে নাসিরেরও দোষ নাই! অন্যের ছেপ লাগানো বল দিয়ে বোলিং করতে করতে পোলাটার রুচিটা এমন হয়ে গেছে তাই আর এক জনার বউকে নিয়ে যাবে,1,4
"নাসিরের মতো যদি দলের মাঝে আর দু চারজন এমন থাকে তালে দলে ৫০ রান করাটাও অসম্ভব, ",1,4
"যখন সে খেলতে নামলে তাঁর মাথায় শুধু অবৈধ নারীদের চিন্তা থাকে,সংসার ভাংচুর করার কারিগর।",1,4
এই ধরনের জানোয়ারকে বাংলাদেশের ক্রিকেট দল থেকে বাদ দেওয়া হোক,1,4
